/media/tempuser/RAID 5/gdxray/Castings/C0041/C0041_0028.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0008/C0008_0019.png,510,363,549,397,defect
/media/tempuser/RAID 5/gdxray/Castings/C0030/C0030_0018.png,277,330,295,348,defect
/media/tempuser/RAID 5/gdxray/Castings/C0030/C0030_0018.png,305,343,323,367,defect
/media/tempuser/RAID 5/gdxray/Castings/C0042/C0042_0002.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0007/C0007_0010.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0040/C0040_0017.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0051/C0051_0058.png,42,205,58,220,defect
/media/tempuser/RAID 5/gdxray/Castings/C0051/C0051_0058.png,64,202,77,219,defect
/media/tempuser/RAID 5/gdxray/Castings/C0038/C0038_0024.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0043/C0043_0021.png,239,262,404,310,defect
/media/tempuser/RAID 5/gdxray/Castings/C0043/C0043_0021.png,164,324,324,405,defect
/media/tempuser/RAID 5/gdxray/Castings/C0001/C0001_0006.png,418,502,442,523,defect
/media/tempuser/RAID 5/gdxray/Castings/C0001/C0001_0006.png,197,479,222,506,defect
/media/tempuser/RAID 5/gdxray/Castings/C0045/C0045_0055.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0045/C0045_0058.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0031/C0031_0031.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0051/C0051_0004.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0038/C0038_0013.png,429,202,483,243,defect
/media/tempuser/RAID 5/gdxray/Castings/C0043/C0043_0002.png,158,265,218,335,defect
/media/tempuser/RAID 5/gdxray/Castings/C0041/C0041_0015.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0033/C0033_0013.png,568,290,703,382,defect
/media/tempuser/RAID 5/gdxray/Castings/C0042/C0042_0001.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0026/C0026_0003.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0002/C0002_0033.png,152,102,163,113,defect
/media/tempuser/RAID 5/gdxray/Castings/C0024/C0024_0030.png,488,310,648,371,defect
/media/tempuser/RAID 5/gdxray/Castings/C0019/C0019_0008.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0007/C0007_0034.png,224,466,266,520,defect
/media/tempuser/RAID 5/gdxray/Castings/C0040/C0040_0002.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0024/C0024_0020.png,115,315,324,396,defect
/media/tempuser/RAID 5/gdxray/Castings/C0021/C0021_0018.png,497,231,513,250,defect
/media/tempuser/RAID 5/gdxray/Castings/C0021/C0021_0018.png,359,211,378,231,defect
/media/tempuser/RAID 5/gdxray/Castings/C0021/C0021_0018.png,204,383,221,405,defect
/media/tempuser/RAID 5/gdxray/Castings/C0021/C0021_0018.png,146,347,163,364,defect
/media/tempuser/RAID 5/gdxray/Castings/C0021/C0021_0018.png,143,398,158,414,defect
/media/tempuser/RAID 5/gdxray/Castings/C0021/C0021_0018.png,20,356,33,373,defect
/media/tempuser/RAID 5/gdxray/Castings/C0021/C0021_0018.png,38,392,48,404,defect
/media/tempuser/RAID 5/gdxray/Castings/C0021/C0021_0018.png,52,437,64,449,defect
/media/tempuser/RAID 5/gdxray/Castings/C0008/C0008_0008.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0039/C0039_0005.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0029/C0029_0023.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0001/C0001_0019.png,382,113,394,129,defect
/media/tempuser/RAID 5/gdxray/Castings/C0001/C0001_0019.png,173,62,205,94,defect
/media/tempuser/RAID 5/gdxray/Castings/C0001/C0001_0019.png,173,97,190,113,defect
/media/tempuser/RAID 5/gdxray/Castings/C0035/C0035_0026.png,510,172,583,225,defect
/media/tempuser/RAID 5/gdxray/Castings/C0043/C0043_0010.png,193,253,296,347,defect
/media/tempuser/RAID 5/gdxray/Castings/C0032/C0032_0030.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0043/C0043_0031.png,188,303,375,393,defect
/media/tempuser/RAID 5/gdxray/Castings/C0043/C0043_0031.png,310,243,470,308,defect
/media/tempuser/RAID 5/gdxray/Castings/C0034/C0034_0003.png,577,306,654,360,defect
/media/tempuser/RAID 5/gdxray/Castings/C0043/C0043_0011.png,185,260,296,439,defect
/media/tempuser/RAID 5/gdxray/Castings/C0029/C0029_0027.png,3,69,148,565,defect
/media/tempuser/RAID 5/gdxray/Castings/C0045/C0045_0008.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0051/C0051_0023.png,67,115,81,128,defect
/media/tempuser/RAID 5/gdxray/Castings/C0051/C0051_0023.png,54,123,65,136,defect
/media/tempuser/RAID 5/gdxray/Castings/C0032/C0032_0036.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0034/C0034_0029.png,577,306,654,360,defect
/media/tempuser/RAID 5/gdxray/Castings/C0041/C0041_0022.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0026/C0026_0010.png,597,141,656,297,defect
/media/tempuser/RAID 5/gdxray/Castings/C0026/C0026_0010.png,640,173,704,268,defect
/media/tempuser/RAID 5/gdxray/Castings/C0041/C0041_0011.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0038/C0038_0022.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0015/C0015_0001.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0031/C0031_0023.png,140,2,233,195,defect
/media/tempuser/RAID 5/gdxray/Castings/C0031/C0031_0023.png,156,199,192,238,defect
/media/tempuser/RAID 5/gdxray/Castings/C0030/C0030_0016.png,257,330,280,349,defect
/media/tempuser/RAID 5/gdxray/Castings/C0030/C0030_0016.png,308,339,333,357,defect
/media/tempuser/RAID 5/gdxray/Castings/C0041/C0041_0012.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0045/C0045_0057.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0002/C0002_0030.png,102,57,112,70,defect
/media/tempuser/RAID 5/gdxray/Castings/C0021/C0021_0016.png,419,222,435,237,defect
/media/tempuser/RAID 5/gdxray/Castings/C0021/C0021_0016.png,276,213,294,231,defect
/media/tempuser/RAID 5/gdxray/Castings/C0021/C0021_0016.png,134,400,154,420,defect
/media/tempuser/RAID 5/gdxray/Castings/C0021/C0021_0016.png,70,368,93,389,defect
/media/tempuser/RAID 5/gdxray/Castings/C0021/C0021_0016.png,52,324,74,346,defect
/media/tempuser/RAID 5/gdxray/Castings/C0021/C0021_0016.png,42,272,63,296,defect
/media/tempuser/RAID 5/gdxray/Castings/C0029/C0029_0002.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0008/C0008_0010.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0051/C0051_0028.png,24,67,40,81,defect
/media/tempuser/RAID 5/gdxray/Castings/C0051/C0051_0028.png,8,71,21,84,defect
/media/tempuser/RAID 5/gdxray/Castings/C0029/C0029_0026.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0007/C0007_0018.png,249,535,288,571,defect
/media/tempuser/RAID 5/gdxray/Castings/C0031/C0031_0011.png,11,402,139,542,defect
/media/tempuser/RAID 5/gdxray/Castings/C0047/C0047_0068.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0002/C0002_0083.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0030/C0030_0011.png,230,325,253,352,defect
/media/tempuser/RAID 5/gdxray/Castings/C0030/C0030_0011.png,313,339,330,361,defect
/media/tempuser/RAID 5/gdxray/Castings/C0021/C0021_0013.png,298,219,318,237,defect
/media/tempuser/RAID 5/gdxray/Castings/C0021/C0021_0013.png,152,226,175,248,defect
/media/tempuser/RAID 5/gdxray/Castings/C0021/C0021_0013.png,27,438,53,460,defect
/media/tempuser/RAID 5/gdxray/Castings/C0051/C0051_0057.png,225,128,241,140,defect
/media/tempuser/RAID 5/gdxray/Castings/C0051/C0051_0057.png,243,125,252,141,defect
/media/tempuser/RAID 5/gdxray/Castings/C0051/C0051_0020.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0002/C0002_0010.png,295,105,311,120,defect
/media/tempuser/RAID 5/gdxray/Castings/C0001/C0001_0013.png,562,479,586,502,defect
/media/tempuser/RAID 5/gdxray/Castings/C0001/C0001_0013.png,289,86,308,103,defect
/media/tempuser/RAID 5/gdxray/Castings/C0034/C0034_0004.png,577,306,654,360,defect
/media/tempuser/RAID 5/gdxray/Castings/C0042/C0042_0003.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0047/C0047_0049.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0042/C0042_0019.png,401,431,432,488,defect
/media/tempuser/RAID 5/gdxray/Castings/C0042/C0042_0019.png,427,493,446,515,defect
/media/tempuser/RAID 5/gdxray/Castings/C0038/C0038_0030.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0035/C0035_0032.png,530,227,599,273,defect
/media/tempuser/RAID 5/gdxray/Castings/C0047/C0047_0037.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0047/C0047_0021.png,209,228,231,245,defect
/media/tempuser/RAID 5/gdxray/Castings/C0024/C0024_0021.png,185,309,379,384,defect
/media/tempuser/RAID 5/gdxray/Castings/C0002/C0002_0001.png,54,93,72,106,defect
/media/tempuser/RAID 5/gdxray/Castings/C0008/C0008_0036.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0031/C0031_0001.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0001/C0001_0007.png,477,496,502,517,defect
/media/tempuser/RAID 5/gdxray/Castings/C0001/C0001_0007.png,255,493,278,516,defect
/media/tempuser/RAID 5/gdxray/Castings/C0001/C0001_0007.png,215,4,229,18,defect
/media/tempuser/RAID 5/gdxray/Castings/C0040/C0040_0015.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0038/C0038_0007.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0045/C0045_0066.png,76,121,91,133,defect
/media/tempuser/RAID 5/gdxray/Castings/C0045/C0045_0066.png,100,120,111,129,defect
/media/tempuser/RAID 5/gdxray/Castings/C0032/C0032_0016.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0045/C0045_0020.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0045/C0045_0045.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0021/C0021_0019.png,236,376,253,398,defect
/media/tempuser/RAID 5/gdxray/Castings/C0021/C0021_0019.png,182,338,200,354,defect
/media/tempuser/RAID 5/gdxray/Castings/C0021/C0021_0019.png,397,213,414,228,defect
/media/tempuser/RAID 5/gdxray/Castings/C0021/C0021_0019.png,537,235,555,256,defect
/media/tempuser/RAID 5/gdxray/Castings/C0021/C0021_0019.png,175,387,191,403,defect
/media/tempuser/RAID 5/gdxray/Castings/C0021/C0021_0019.png,84,415,109,435,defect
/media/tempuser/RAID 5/gdxray/Castings/C0021/C0021_0019.png,71,374,94,391,defect
/media/tempuser/RAID 5/gdxray/Castings/C0021/C0021_0019.png,56,341,79,358,defect
/media/tempuser/RAID 5/gdxray/Castings/C0026/C0026_0034.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0042/C0042_0016.png,481,439,515,479,defect
/media/tempuser/RAID 5/gdxray/Castings/C0002/C0002_0076.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0015/C0015_0023.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0051/C0051_0018.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0047/C0047_0018.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0040/C0040_0036.png,436,423,487,459,defect
/media/tempuser/RAID 5/gdxray/Castings/C0010/C0010_0036.png,120,273,193,330,defect
/media/tempuser/RAID 5/gdxray/Castings/C0043/C0043_0032.png,189,296,384,390,defect
/media/tempuser/RAID 5/gdxray/Castings/C0043/C0043_0032.png,328,240,479,307,defect
/media/tempuser/RAID 5/gdxray/Castings/C0002/C0002_0032.png,134,87,144,101,defect
/media/tempuser/RAID 5/gdxray/Castings/C0035/C0035_0035.png,543,244,613,302,defect
/media/tempuser/RAID 5/gdxray/Castings/C0041/C0041_0001.png,301,401,323,423,defect
/media/tempuser/RAID 5/gdxray/Castings/C0041/C0041_0001.png,304,446,319,461,defect
/media/tempuser/RAID 5/gdxray/Castings/C0041/C0041_0001.png,323,470,339,489,defect
/media/tempuser/RAID 5/gdxray/Castings/C0041/C0041_0001.png,314,431,333,466,defect
/media/tempuser/RAID 5/gdxray/Castings/C0041/C0041_0001.png,333,486,349,507,defect
/media/tempuser/RAID 5/gdxray/Castings/C0010/C0010_0001.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0034/C0034_0001.png,577,306,654,360,defect
/media/tempuser/RAID 5/gdxray/Castings/C0008/C0008_0004.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0026/C0026_0037.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0002/C0002_0058.png,150,95,162,106,defect
/media/tempuser/RAID 5/gdxray/Castings/C0030/C0030_0019.png,281,333,298,351,defect
/media/tempuser/RAID 5/gdxray/Castings/C0030/C0030_0019.png,303,340,329,362,defect
/media/tempuser/RAID 5/gdxray/Castings/C0024/C0024_0016.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0040/C0040_0007.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0002/C0002_0063.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0007/C0007_0012.png,208,393,244,447,defect
/media/tempuser/RAID 5/gdxray/Castings/C0032/C0032_0011.png,671,314,702,355,defect
/media/tempuser/RAID 5/gdxray/Castings/C0032/C0032_0011.png,656,346,690,383,defect
/media/tempuser/RAID 5/gdxray/Castings/C0032/C0032_0011.png,696,317,735,340,defect
/media/tempuser/RAID 5/gdxray/Castings/C0032/C0032_0011.png,733,332,769,367,defect
/media/tempuser/RAID 5/gdxray/Castings/C0032/C0032_0011.png,723,349,753,373,defect
/media/tempuser/RAID 5/gdxray/Castings/C0032/C0032_0011.png,743,366,768,397,defect
/media/tempuser/RAID 5/gdxray/Castings/C0036/C0036_0027.png,208,200,315,323,defect
/media/tempuser/RAID 5/gdxray/Castings/C0036/C0036_0027.png,310,305,450,474,defect
/media/tempuser/RAID 5/gdxray/Castings/C0040/C0040_0003.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0033/C0033_0037.png,18,290,145,374,defect
/media/tempuser/RAID 5/gdxray/Castings/C0024/C0024_0011.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0045/C0045_0043.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0024/C0024_0035.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0030/C0030_0020.png,285,331,307,348,defect
/media/tempuser/RAID 5/gdxray/Castings/C0030/C0030_0020.png,295,338,323,356,defect
/media/tempuser/RAID 5/gdxray/Castings/C0001/C0001_0047.png,317,135,338,151,defect
/media/tempuser/RAID 5/gdxray/Castings/C0001/C0001_0047.png,306,436,321,455,defect
/media/tempuser/RAID 5/gdxray/Castings/C0001/C0001_0047.png,282,415,299,435,defect
/media/tempuser/RAID 5/gdxray/Castings/C0001/C0001_0047.png,161,365,181,385,defect
/media/tempuser/RAID 5/gdxray/Castings/C0043/C0043_0027.png,280,254,435,296,defect
/media/tempuser/RAID 5/gdxray/Castings/C0043/C0043_0027.png,172,303,345,376,defect
/media/tempuser/RAID 5/gdxray/Castings/C0026/C0026_0001.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0047/C0047_0038.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0042/C0042_0005.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0051/C0051_0074.png,3,70,17,87,defect
/media/tempuser/RAID 5/gdxray/Castings/C0051/C0051_0074.png,21,67,35,83,defect
/media/tempuser/RAID 5/gdxray/Castings/C0047/C0047_0005.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0024/C0024_0034.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0045/C0045_0004.png,3,112,14,125,defect
/media/tempuser/RAID 5/gdxray/Castings/C0045/C0045_0004.png,23,113,40,130,defect
/media/tempuser/RAID 5/gdxray/Castings/C0002/C0002_0041.png,292,132,304,142,defect
/media/tempuser/RAID 5/gdxray/Castings/C0002/C0002_0041.png,168,92,181,101,defect
/media/tempuser/RAID 5/gdxray/Castings/C0021/C0021_0001.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0042/C0042_0037.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0036/C0036_0020.png,425,215,511,337,defect
/media/tempuser/RAID 5/gdxray/Castings/C0036/C0036_0020.png,2,313,139,499,defect
/media/tempuser/RAID 5/gdxray/Castings/C0042/C0042_0029.png,132,405,153,471,defect
/media/tempuser/RAID 5/gdxray/Castings/C0002/C0002_0089.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0010/C0010_0003.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0019/C0019_0002.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0015/C0015_0015.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0042/C0042_0007.png,742,372,765,410,defect
/media/tempuser/RAID 5/gdxray/Castings/C0033/C0033_0012.png,588,293,731,379,defect
/media/tempuser/RAID 5/gdxray/Castings/C0033/C0033_0011.png,620,298,760,402,defect
/media/tempuser/RAID 5/gdxray/Castings/C0019/C0019_0016.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0032/C0032_0001.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0021/C0021_0037.png,708,401,724,420,defect
/media/tempuser/RAID 5/gdxray/Castings/C0021/C0021_0037.png,676,436,695,458,defect
/media/tempuser/RAID 5/gdxray/Castings/C0021/C0021_0037.png,658,287,684,307,defect
/media/tempuser/RAID 5/gdxray/Castings/C0002/C0002_0074.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0047/C0047_0041.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0040/C0040_0011.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0039/C0039_0002.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0051/C0051_0006.png,145,118,163,133,defect
/media/tempuser/RAID 5/gdxray/Castings/C0051/C0051_0006.png,68,44,83,57,defect
/media/tempuser/RAID 5/gdxray/Castings/C0036/C0036_0009.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0007/C0007_0015.png,196,135,227,193,defect
/media/tempuser/RAID 5/gdxray/Castings/C0051/C0051_0041.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0045/C0045_0005.png,176,39,190,53,defect
/media/tempuser/RAID 5/gdxray/Castings/C0045/C0045_0005.png,202,35,217,50,defect
/media/tempuser/RAID 5/gdxray/Castings/C0040/C0040_0023.png,453,447,488,474,defect
/media/tempuser/RAID 5/gdxray/Castings/C0008/C0008_0013.png,462,465,492,503,defect
/media/tempuser/RAID 5/gdxray/Castings/C0039/C0039_0022.png,440,500,493,532,defect
/media/tempuser/RAID 5/gdxray/Castings/C0034/C0034_0028.png,577,306,654,360,defect
/media/tempuser/RAID 5/gdxray/Castings/C0024/C0024_0015.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0030/C0030_0028.png,336,321,356,349,defect
/media/tempuser/RAID 5/gdxray/Castings/C0030/C0030_0028.png,290,336,319,358,defect
/media/tempuser/RAID 5/gdxray/Castings/C0042/C0042_0014.png,550,444,568,470,defect
/media/tempuser/RAID 5/gdxray/Castings/C0043/C0043_0015.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0008/C0008_0021.png,536,339,577,366,defect
/media/tempuser/RAID 5/gdxray/Castings/C0047/C0047_0006.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0043/C0043_0020.png,230,250,392,314,defect
/media/tempuser/RAID 5/gdxray/Castings/C0043/C0043_0020.png,163,320,329,418,defect
/media/tempuser/RAID 5/gdxray/Castings/C0036/C0036_0011.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0002/C0002_0073.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0010/C0010_0037.png,101,263,177,317,defect
/media/tempuser/RAID 5/gdxray/Castings/C0026/C0026_0009.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0051/C0051_0003.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0030/C0030_0026.png,331,325,351,348,defect
/media/tempuser/RAID 5/gdxray/Castings/C0030/C0030_0026.png,293,334,319,361,defect
/media/tempuser/RAID 5/gdxray/Castings/C0032/C0032_0035.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0045/C0045_0064.png,75,135,86,150,defect
/media/tempuser/RAID 5/gdxray/Castings/C0045/C0045_0064.png,93,134,108,148,defect
/media/tempuser/RAID 5/gdxray/Castings/C0019/C0019_0020.png,414,214,510,246,defect
/media/tempuser/RAID 5/gdxray/Castings/C0033/C0033_0018.png,459,274,585,351,defect
/media/tempuser/RAID 5/gdxray/Castings/C0039/C0039_0019.png,445,501,490,530,defect
/media/tempuser/RAID 5/gdxray/Castings/C0026/C0026_0027.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0001/C0001_0050.png,374,145,394,162,defect
/media/tempuser/RAID 5/gdxray/Castings/C0001/C0001_0050.png,439,439,454,457,defect
/media/tempuser/RAID 5/gdxray/Castings/C0001/C0001_0050.png,412,424,428,443,defect
/media/tempuser/RAID 5/gdxray/Castings/C0001/C0001_0050.png,284,405,307,425,defect
/media/tempuser/RAID 5/gdxray/Castings/C0031/C0031_0010.png,23,433,116,523,defect
/media/tempuser/RAID 5/gdxray/Castings/C0002/C0002_0054.png,38,42,50,51,defect
/media/tempuser/RAID 5/gdxray/Castings/C0029/C0029_0004.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0033/C0033_0027.png,251,262,378,341,defect
/media/tempuser/RAID 5/gdxray/Castings/C0002/C0002_0071.png,,,,,
/media/tempuser/RAID 5/gdxray/Castings/C0001/C0001_0057.png,508,102,518,116,defect
/media/tempuser/RAID 5/gdxray/Castings/C0001/C0001_0057.png,67,291,86,309,defect
/media/tempuser/RAID 5/gdxray/Castings/C0001/C0001_0057.png,562,373,583,393,defect
/media/tempuser/RAID 5/gdxray/Castings/C0001/C0001_0057.png,696,321,719,343,defect
/media/tempuser/RAID 5/gdxray/Castings/C0002/C0002_0040.png,267,146,278,152,defect
/media/tempuser/RAID 5/gdxray/Castings/C0002/C0002_0040.png,249,128,259,137,defect
/media/tempuser/RAID 5/gdxray/Castings/C0002/C0002_0040.png,131,71,143,84,defect
/media/tempuser/RAID 5/gdxray/Castings/C0026/C0026_0016.png,517,6,570,333,defect
